person_age,person_income,person_employment_length,loan_grade,loan_amount,loan_interest_rate,loan_status,loan_to_income_ratio,cb_credit_history_length,person_income_log,loan_amount_log,loan_grade_numeric,credit_history_bins,person_home_ownership_other,person_home_ownership_own,person_home_ownership_rent,loan_purpose_education,loan_purpose_home-improvement,loan_purpose_medical,loan_purpose_personal,loan_purpose_venture,cb_person_default_on_file_Y
23,103240,0.0,A,4000,7.558499999999997,0,0.04,4,11.544821339953792,8.294299608857235,1,"(0, 5]",0,0,0,0,0,0,0,1,0
25,103500,0.0,A,7500,6.54,0,0.07,3,11.547336553476637,8.922791623969637,1,"(0, 5]",0,0,0,0,0,0,1,0,0
25,85000,5.0,A,14400,8.49,0,0.17,2,11.350418300109132,9.575052927597383,1,"(0, 5]",0,0,1,1,0,0,0,0,0
26,88068,10.0,B,14400,11.584200000000003,0,0.16,2,11.385875877130747,9.575052927597383,2,"(0, 5]",0,0,1,0,0,0,0,0,0
25,30000,0.0,A,3425,6.17,0,0.11,2,10.308985993422082,8.139148678884066,1,"(0, 5]",0,1,0,0,0,0,1,0,0
26,94500,6.0,B,14400,10.37,0,0.15,3,11.456365695436428,9.575052927597383,2,"(0, 5]",0,0,1,0,1,0,0,0,0
22,104000,6.0,A,13600,6.03,0,0.13,2,11.552155793461898,9.517898598432753,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,104000,7.0,B,9000,10.65,0,0.09,2,11.552155793461898,9.105090961257083,2,"(0, 5]",0,0,0,0,0,0,1,0,0
26,78200,3.0,C,15000,14.27,1,0.16,4,11.267037714175425,9.61587214452889,3,"(0, 5]",0,0,0,0,0,1,0,0,1
25,104000,9.0,B,14000,10.99,0,0.13,3,11.552155793461898,9.546884034617923,2,"(0, 5]",0,0,0,0,1,0,0,0,0
23,104000,7.0,B,5000,11.477000000000006,0,0.05,4,11.552155793461898,8.517393171418904,2,"(0, 5]",0,0,0,1,0,0,0,0,0
25,104000,2.0,A,10000,6.92,0,0.1,2,11.552155793461898,9.210440366976515,1,"(0, 5]",0,1,0,0,1,0,0,0,0
25,100000,1.0,B,14400,11.71,0,0.14,3,11.51293546492023,9.575052927597383,2,"(0, 5]",0,0,1,0,0,1,0,0,0
25,30000,9.0,E_or_lower,1200,16.69,1,0.04,3,10.308985993422082,7.0909098220799835,6,"(0, 5]",0,1,0,0,0,0,0,0,1
22,100000,2.0,B,14400,10.74,0,0.14,3,11.51293546492023,9.575052927597383,2,"(0, 5]",0,0,1,0,0,1,0,0,0
22,30000,5.0,B,3000,10.36,0,0.1,2,10.308985993422082,8.006700845440367,2,"(0, 5]",0,1,0,0,0,0,1,0,0
26,30000,3.0,B,7000,9.99,0,0.23,2,10.308985993422082,8.853808274977197,2,"(0, 5]",0,1,0,0,0,0,1,0,0
24,104000,9.0,B,14000,9.99,0,0.13,3,11.552155793461898,9.546884034617923,2,"(0, 5]",0,0,0,0,0,0,1,0,0
24,104000,2.0,A,19000,7.455300000000001,0,0.18,4,11.552155793461898,9.852246888342531,1,"(0, 5]",0,0,0,0,0,0,0,1,0
25,113000,8.0,B,14400,11.71,1,0.13,4,11.635151947212842,9.575052927597383,2,"(0, 5]",0,0,1,0,0,0,0,0,0
26,130000,3.0,D,14400,14.46,0,0.11,2,11.775297421715829,9.575052927597383,4,"(0, 5]",0,0,1,0,0,0,0,1,1
25,104000,4.0,C,11000,13.11,0,0.11,3,11.552155793461898,9.305741456739437,3,"(0, 5]",0,0,0,0,0,0,0,1,0
24,135000,6.0,B,14400,12.69,0,0.11,4,11.81303746480054,9.575052927597383,2,"(0, 5]",0,0,1,0,0,1,0,0,0
26,28000,10.0,B,14500,12.53,1,0.5,3,10.239995502805316,9.581972891547895,2,"(0, 5]",0,0,1,0,0,0,1,0,0
24,104000,8.0,C,25000,12.84,0,0.24,2,11.552155793461898,10.12667110305036,3,"(0, 5]",0,0,0,1,0,0,0,0,0
21,104000,5.0,A,15000,9.63,0,0.14,4,11.552155793461898,9.61587214452889,1,"(0, 5]",0,0,0,1,0,0,0,0,0
26,104004,10.0,C,15000,14.22,0,0.14,2,11.552194253890928,9.61587214452889,3,"(0, 5]",0,0,0,0,0,0,0,0,0
25,92085,4.0,C,2500,15.27,1,0.03,3,11.430478202002696,7.824445930877619,3,"(0, 5]",0,0,0,0,1,0,0,0,1
26,30000,4.0,A,14500,7.66,1,0.48,2,10.308985993422082,9.581972891547895,1,"(0, 5]",0,0,1,0,0,0,0,1,0
24,104606,8.0,D,5000,15.28,0,0.05,2,11.557965749979928,8.517393171418904,4,"(0, 5]",0,0,0,0,0,0,0,1,0
26,104676,4.0,A,16000,5.99,0,0.15,4,11.558634697463829,9.680406499268877,1,"(0, 5]",0,0,0,0,0,1,0,0,0
21,104740,5.0,B,19200,11.99,0,0.18,3,11.559245915238732,9.862717639992916,2,"(0, 5]",0,0,0,0,0,1,0,0,0
25,105000,9.0,B,12000,11.021100000000004,0,0.11,2,11.561725152903833,9.39274525863144,2,"(0, 5]",0,0,0,0,0,0,0,0,0
25,30000,0.0,D,14500,14.42,1,0.48,4,10.308985993422082,9.581972891547895,4,"(0, 5]",0,0,1,0,0,0,0,1,0
25,105000,2.0,B,9600,11.71,0,0.09,3,11.561725152903833,9.169622538697624,2,"(0, 5]",0,0,0,0,0,0,0,0,0
24,105000,8.0,B,13000,9.91,0,0.12,3,11.561725152903833,9.472781556562168,2,"(0, 5]",0,0,0,1,0,0,0,0,0
25,30600,0.0,E_or_lower,14500,17.04,1,0.47,3,10.328787967145065,9.581972891547895,6,"(0, 5]",0,0,1,0,0,1,0,0,0
24,105000,5.0,D,12000,16.29,0,0.11,2,11.561725152903833,9.39274525863144,4,"(0, 5]",0,0,0,0,0,0,1,0,0
22,105000,6.0,A,12000,6.62,0,0.11,4,11.561725152903833,9.39274525863144,1,"(0, 5]",0,0,0,0,0,1,0,0,0
26,105000,10.0,B,4800,11.71,0,0.05,4,11.561725152903833,8.476579508530941,2,"(0, 5]",0,1,0,0,1,0,0,0,0
26,105000,2.0,B,7200,10.65,0,0.07,4,11.561725152903833,8.881975184248867,2,"(0, 5]",0,0,0,0,1,0,0,0,0
24,105000,8.0,C,3000,13.719,0,0.03,3,11.561725152903833,8.006700845440367,3,"(0, 5]",0,0,0,1,0,0,0,0,1
23,105000,4.0,A,7200,7.51,0,0.07,3,11.561725152903833,8.881975184248867,1,"(0, 5]",0,0,0,0,0,0,0,1,0
26,35000,4.0,B,14500,11.49,1,0.41,3,10.463131911491969,9.581972891547895,2,"(0, 5]",0,0,1,0,0,1,0,0,0
26,105000,0.0,B,5300,12.69,0,0.05,4,11.561725152903833,8.575650760987806,2,"(0, 5]",0,0,0,0,0,0,1,0,0
21,30000,1.0,D,14500,14.59,1,0.48,2,10.308985993422082,9.581972891547895,4,"(0, 5]",0,0,1,0,0,0,0,1,1
24,105000,8.0,A,11000,5.42,0,0.1,3,11.561725152903833,9.305741456739437,1,"(0, 5]",0,0,0,0,0,0,1,0,0
26,36000,2.0,B,14500,9.88,1,0.4,3,10.491301994830229,9.581972891547895,2,"(0, 5]",0,0,1,0,0,0,0,0,0
26,105000,6.0,B,12000,11.99,0,0.11,2,11.561725152903833,9.39274525863144,2,"(0, 5]",0,0,0,0,0,0,0,0,0
26,37000,5.0,D,14500,15.33,1,0.39,4,10.518700218288163,9.581972891547895,4,"(0, 5]",0,0,1,0,0,0,0,1,0
26,105000,9.0,B,12000,10.99,0,0.11,2,11.561725152903833,9.39274525863144,2,"(0, 5]",0,0,0,0,0,0,0,1,0
23,105000,5.0,B,20000,11.49,0,0.19,4,11.561725152903833,9.90353755128617,2,"(0, 5]",0,0,0,1,0,0,0,0,0
25,105000,3.0,A,16000,8.49,0,0.15,4,11.561725152903833,9.680406499268877,1,"(0, 5]",0,0,0,0,0,0,0,1,0
26,105000,0.0,A,10000,7.49,0,0.1,2,11.561725152903833,9.210440366976515,1,"(0, 5]",0,1,0,1,0,0,0,0,0
22,105000,6.0,B,3650,11.99,0,0.03,3,11.561725152903833,8.202756381655638,2,"(0, 5]",0,0,0,0,0,0,0,0,0
26,105000,2.0,B,6000,10.99,0,0.06,4,11.561725152903833,8.699681400989514,2,"(0, 5]",0,0,0,0,0,0,0,0,0
23,105000,0.0,C,5000,13.994100000000003,0,0.05,3,11.561725152903833,8.517393171418904,3,"(0, 5]",0,1,0,0,0,0,0,1,1
24,105000,8.0,C,5600,15.23,0,0.05,4,11.561725152903833,8.630700432209832,3,"(0, 5]",0,0,0,0,1,0,0,0,0
23,105000,4.0,B,19000,11.99,0,0.18,3,11.561725152903833,9.852246888342531,2,"(0, 5]",0,0,0,0,0,0,0,1,0
22,31000,5.0,B,14500,11.58,1,0.47,3,10.34177474101152,9.581972891547895,2,"(0, 5]",0,0,1,0,0,0,1,0,0
24,105000,8.0,B,6000,9.99,0,0.06,2,11.561725152903833,8.699681400989514,2,"(0, 5]",0,0,0,0,0,1,0,0,0
25,36000,0.0,D,14500,14.54,1,0.4,2,10.491301994830229,9.581972891547895,4,"(0, 5]",0,0,1,0,0,0,0,1,1
25,105000,9.0,C,4800,15.23,0,0.05,2,11.561725152903833,8.476579508530941,3,"(0, 5]",0,0,0,0,0,0,0,1,1
24,43000,3.0,B,14500,10.75,1,0.34,2,10.66897865021924,9.581972891547895,2,"(0, 5]",0,0,1,0,0,0,1,0,0
25,37200,3.0,C,14500,13.85,1,0.39,3,10.524090921620362,9.581972891547895,3,"(0, 5]",0,0,1,1,0,0,0,0,1
26,105000,11.0,A,5000,8.49,0,0.05,3,11.561725152903833,8.517393171418904,1,"(0, 5]",0,0,0,0,0,0,1,0,0
26,105000,10.0,D,10000,15.65,0,0.1,4,11.561725152903833,9.210440366976515,4,"(0, 5]",0,1,0,0,0,0,0,1,1
23,45000,2.0,B,14500,10.36,1,0.32,4,10.714439990727769,9.581972891547895,2,"(0, 5]",0,0,1,0,0,0,1,0,0
24,105000,2.0,B,9850,9.63,0,0.09,2,11.561725152903833,9.19532825185568,2,"(0, 5]",0,0,0,0,0,1,0,0,0
24,105000,6.0,B,25000,10.74,0,0.24,3,11.561725152903833,10.12667110305036,2,"(0, 5]",0,0,0,1,0,0,0,0,0
25,45000,0.0,C,14500,13.16,1,0.32,2,10.714439990727769,9.581972891547895,3,"(0, 5]",0,0,1,0,0,0,1,0,0
23,45504,2.0,C,14500,13.252700000000004,1,0.32,3,10.725577489011457,9.581972891547895,3,"(0, 5]",0,0,1,0,0,0,1,0,0
22,105000,2.0,E_or_lower,15000,15.95,0,0.14,3,11.561725152903833,9.61587214452889,6,"(0, 5]",0,0,0,0,0,0,0,1,0
24,45600,0.0,C,14500,13.313300000000002,1,0.32,3,10.727684925086583,9.581972891547895,3,"(0, 5]",0,0,1,0,0,0,0,1,0
24,55000,3.0,A,14500,6.62,0,0.26,2,10.915106645867503,9.581972891547895,1,"(0, 5]",0,0,1,1,0,0,0,0,0
24,49500,3.0,B,14500,11.49,1,0.29,3,10.809748150372926,9.581972891547895,2,"(0, 5]",0,0,1,1,0,0,0,0,0
23,105000,5.0,E_or_lower,15000,16.82,0,0.14,4,11.561725152903833,9.61587214452889,6,"(0, 5]",0,0,0,1,0,0,0,0,1
22,51996,3.0,C,14500,13.16,1,0.28,2,10.858941303591608,9.581972891547895,3,"(0, 5]",0,0,1,0,1,0,0,0,1
23,105000,8.0,A,10000,7.596699999999999,0,0.1,3,11.561725152903833,9.210440366976515,1,"(0, 5]",0,0,0,0,0,0,0,1,0
26,59000,3.0,C,14500,11.97,1,0.25,2,10.985309671896765,9.581972891547895,3,"(0, 5]",0,0,1,0,0,0,0,1,0
22,105000,6.0,C,6000,14.22,0,0.06,3,11.561725152903833,8.699681400989514,3,"(0, 5]",0,0,0,0,0,0,1,0,1
23,105000,7.0,B,12000,11.36,0,0.11,2,11.561725152903833,9.39274525863144,2,"(0, 5]",0,0,0,0,0,0,0,1,0
24,105000,8.0,A,10000,7.51,0,0.1,3,11.561725152903833,9.210440366976515,1,"(0, 5]",0,0,0,0,1,0,0,0,0
22,105000,3.0,C,16000,12.73,0,0.15,4,11.561725152903833,9.680406499268877,3,"(0, 5]",0,0,0,0,0,0,1,0,1
23,105000,7.0,B,12000,10.25,0,0.11,3,11.561725152903833,9.39274525863144,2,"(0, 5]",0,0,0,0,0,0,0,0,0
25,105000,9.0,C,12000,13.48,0,0.11,3,11.561725152903833,9.39274525863144,3,"(0, 5]",0,0,0,0,0,0,0,0,0
24,105000,0.0,A,18000,8.94,0,0.17,3,11.561725152903833,9.798182590890704,1,"(0, 5]",0,0,0,0,0,0,0,1,0
23,105000,3.0,B,20000,11.48,0,0.19,2,11.561725152903833,9.90353755128617,2,"(0, 5]",0,0,0,0,0,1,0,0,0
22,105000,6.0,A,7500,7.637799999999995,0,0.07,2,11.561725152903833,8.922791623969637,1,"(0, 5]",0,0,0,1,0,0,0,0,0
26,105000,0.0,A,15000,8.94,0,0.14,4,11.561725152903833,9.61587214452889,1,"(0, 5]",0,0,0,0,0,1,0,0,0
26,93000,7.0,D,25000,16.0,1,0.27,2,11.440365524765756,10.12667110305036,4,"(0, 5]",0,0,0,0,0,0,0,0,1
26,100000,11.0,A,14500,8.94,0,0.14,3,11.51293546492023,9.581972891547895,1,"(0, 5]",0,0,1,0,0,0,1,0,0
22,105000,6.0,B,12800,11.83,0,0.12,2,11.561725152903833,9.45727857185611,2,"(0, 5]",0,0,0,0,0,1,0,0,0
25,105000,0.0,B,5000,11.48,0,0.05,2,11.561725152903833,8.517393171418904,2,"(0, 5]",0,0,0,1,0,0,0,0,0
25,162000,5.0,A,14500,7.9,0,0.09,4,11.995357787034976,9.581972891547895,1,"(0, 5]",0,0,1,1,0,0,0,0,0
26,105000,1.0,B,20000,11.314900000000002,0,0.19,4,11.561725152903833,9.90353755128617,2,"(0, 5]",0,0,0,0,0,0,0,1,0
26,30000,3.0,B,12000,11.36,0,0.4,3,10.308985993422082,9.39274525863144,2,"(0, 5]",0,1,0,0,0,0,1,0,0
25,105000,3.0,C,12000,12.84,0,0.11,2,11.561725152903833,9.39274525863144,3,"(0, 5]",0,0,0,0,0,0,0,1,1
25,105000,1.0,C,15000,12.53,0,0.14,3,11.561725152903833,9.61587214452889,3,"(0, 5]",0,0,0,0,0,0,1,0,1
25,30000,3.0,B,11500,11.36,0,0.38,4,10.308985993422082,9.35018926709258,2,"(0, 5]",0,1,0,0,1,0,0,0,0
23,30000,5.0,B,3000,12.18,0,0.1,2,10.308985993422082,8.006700845440367,2,"(0, 5]",0,1,0,0,0,0,1,0,0
26,105000,3.0,B,25000,11.58,0,0.24,3,11.561725152903833,10.12667110305036,2,"(0, 5]",0,0,0,0,0,0,0,1,0
25,30000,4.0,D,10000,14.61,0,0.33,2,10.308985993422082,9.210440366976515,4,"(0, 5]",0,1,0,0,0,0,0,0,1
26,105000,10.0,A,9500,9.32,0,0.09,3,11.561725152903833,9.15915233520675,1,"(0, 5]",0,0,0,0,0,0,0,0,0
26,105000,0.0,A,5000,7.68,0,0.05,2,11.561725152903833,8.517393171418904,1,"(0, 5]",0,0,0,0,0,1,0,0,0
24,60000,1.0,B,14525,10.99,0,0.24,4,11.002116507732016,9.583695426166113,2,"(0, 5]",0,0,1,0,0,0,0,1,0
22,30000,0.0,B,2500,12.53,0,0.08,2,10.308985993422082,7.824445930877619,2,"(0, 5]",0,1,0,1,0,0,0,0,0
24,48000,2.0,B,14550,9.62,0,0.3,3,10.778977123006351,9.585414998760278,2,"(0, 5]",0,0,1,0,0,0,0,0,0
25,105000,6.0,D,6500,13.87,0,0.06,4,11.561725152903833,8.77971129020447,4,"(0, 5]",0,0,0,0,0,0,1,0,0
24,105000,4.0,C,4000,11.34,0,0.04,4,11.561725152903833,8.294299608857235,3,"(0, 5]",0,0,0,0,0,0,0,1,0
26,35000,7.0,B,14575,10.65,1,0.42,3,10.463131911491969,9.58713161949974,2,"(0, 5]",0,0,1,0,0,1,0,0,0
23,38800,2.0,A,14575,7.883999999999998,1,0.38,4,10.566201298475118,9.58713161949974,1,"(0, 5]",0,0,1,0,0,1,0,0,0
23,30000,3.0,A,14600,6.03,1,0.49,4,10.308985993422082,9.588845298501564,1,"(0, 5]",0,0,1,0,0,0,1,0,0
24,105018,8.0,D,28000,15.62,0,0.27,4,11.561896565150706,10.239995502805316,4,"(0, 5]",0,0,0,0,1,0,0,0,1
26,60000,0.0,C,14650,12.61,0,0.24,3,11.002116507732016,9.592263871501313,3,"(0, 5]",0,0,1,0,0,0,0,1,1
25,31200,8.0,C,14700,12.29,1,0.47,4,10.348205424565991,9.595670797663969,3,"(0, 5]",0,0,1,0,0,0,0,0,0
24,82440,8.0,A,14700,8.49,0,0.18,4,11.319838164964793,9.595670797663969,1,"(0, 5]",0,0,1,0,0,0,0,0,0
22,24000,1.0,C,15000,12.73,1,0.5,4,10.085850775128716,9.61587214452889,3,"(0, 5]",0,0,1,0,0,0,1,0,1
24,105508,8.0,A,3500,7.66,0,0.03,4,11.566551536316604,8.160803920954665,1,"(0, 5]",0,0,0,0,0,1,0,0,0
22,105600,4.0,B,8000,11.49,0,0.08,2,11.567423119906431,8.987321812850125,2,"(0, 5]",0,0,0,0,0,0,1,0,0
23,105600,2.0,A,25000,6.99,0,0.24,4,11.567423119906431,10.12667110305036,1,"(0, 5]",0,0,0,0,0,0,1,0,0
22,28000,6.0,B,15000,10.99,1,0.5,2,10.239995502805316,9.61587214452889,2,"(0, 5]",0,0,1,1,0,0,0,0,0
23,105600,7.0,A,15000,7.51,0,0.14,3,11.567423119906431,9.61587214452889,1,"(0, 5]",0,0,0,0,0,0,0,0,0
24,105804,8.0,A,15000,7.49,0,0.14,3,11.569353056268872,9.61587214452889,1,"(0, 5]",0,0,0,0,0,0,1,0,0
25,105897,9.0,B,25000,11.36,0,0.24,3,11.570231645669894,10.12667110305036,2,"(0, 5]",0,0,0,0,0,1,0,0,0
24,105996,7.0,A,3000,7.51,0,0.03,3,11.571166070806903,8.006700845440367,1,"(0, 5]",0,0,0,0,0,1,0,0,0
23,105999,6.0,B,8550,9.88,0,0.08,2,11.571194373094205,9.053803514155955,2,"(0, 5]",0,0,0,0,0,0,0,1,0
22,106000,6.0,A,29800,7.530699999999999,0,0.33,2,11.571203807011967,10.30229722897745,1,"(0, 5]",0,0,0,0,0,0,0,1,0
26,28800,10.0,B,15000,10.0,1,0.5,2,10.268165387743457,9.61587214452889,2,"(0, 5]",0,0,1,0,0,1,0,0,0
26,106000,10.0,C,5000,12.98,0,0.05,4,11.571203807011967,8.517393171418904,3,"(0, 5]",0,0,0,0,0,1,0,0,0
25,106000,3.0,A,12000,6.54,0,0.11,2,11.571203807011967,9.39274525863144,1,"(0, 5]",0,0,0,0,0,0,0,0,0
25,94000,1.0,E_or_lower,25000,17.02710000000001,1,0.27,2,11.451060699493429,10.12667110305036,6,"(0, 5]",0,0,0,0,0,0,0,1,1
23,106000,7.0,A,10000,7.14,0,0.09,2,11.571203807011967,9.210440366976515,1,"(0, 5]",0,0,0,1,0,0,0,0,0
25,79900,7.0,B,15000,11.12,1,0.16,4,11.2885436473206,9.61587214452889,2,"(0, 5]",0,0,0,0,0,1,0,0,0
26,29040,2.0,B,15000,9.62,1,0.5,4,10.27646390360756,9.61587214452889,2,"(0, 5]",0,0,1,1,0,0,0,0,0
22,30000,1.0,C,15000,15.27,1,0.5,2,10.308985993422082,9.61587214452889,3,"(0, 5]",0,0,1,0,0,0,0,0,1
26,30000,3.0,B,7500,11.14,0,0.25,3,10.308985993422082,8.922791623969637,2,"(0, 5]",0,1,0,1,0,0,0,0,0
24,106000,8.0,A,4575,7.51,0,0.04,2,11.571203807011967,8.428580533059634,1,"(0, 5]",0,0,0,0,0,0,0,0,0
26,30000,5.0,C,15000,12.84,1,0.5,3,10.308985993422082,9.61587214452889,3,"(0, 5]",0,0,1,0,0,0,0,0,0
26,106000,9.0,D,10000,15.33,0,0.09,3,11.571203807011967,9.210440366976515,4,"(0, 5]",0,0,0,1,0,0,0,0,1
22,106000,5.0,E_or_lower,25000,18.09,0,0.24,3,11.571203807011967,10.12667110305036,6,"(0, 5]",0,0,0,1,0,0,0,0,0
21,31200,4.0,A,15000,6.62,1,0.48,3,10.348205424565991,9.61587214452889,1,"(0, 5]",0,0,1,0,0,1,0,0,0
25,106226,9.0,B,20000,12.18,0,0.19,4,11.57333359276529,9.90353755128617,2,"(0, 5]",0,0,0,1,0,0,0,0,0
24,106800,6.0,A,11525,5.42,0,0.11,4,11.578722568760275,9.352360631996612,1,"(0, 5]",0,0,0,1,0,0,0,0,0
24,106800,8.0,C,16000,13.06,0,0.15,4,11.578722568760275,9.680406499268877,3,"(0, 5]",0,0,0,0,0,0,1,0,1
21,31680,5.0,C,15000,12.61,1,0.47,4,10.363472411086745,9.61587214452889,3,"(0, 5]",0,0,1,0,0,1,0,0,1
24,106839,8.0,A,14000,7.88,0,0.13,4,11.579087667223895,9.546884034617923,1,"(0, 5]",0,0,0,0,0,0,0,0,0
26,30000,4.0,B,5000,11.58,0,0.17,4,10.308985993422082,8.517393171418904,2,"(0, 5]",0,1,0,0,0,0,0,1,0
26,30000,5.0,A,5000,6.690699999999993,0,0.17,4,10.308985993422082,8.517393171418904,1,"(0, 5]",0,1,0,0,0,0,0,1,0
25,106870,9.0,C,6000,15.27,0,0.06,4,11.579377778638072,8.699681400989514,3,"(0, 5]",0,1,0,1,0,0,0,0,1
23,106921,6.0,B,29800,9.99,0,0.28,3,11.579854875652169,10.30229722897745,2,"(0, 5]",0,0,0,0,0,1,0,0,0
23,106925,7.0,B,24250,12.18,0,0.23,3,11.579892285401154,10.096213132628804,2,"(0, 5]",0,0,0,1,0,0,0,0,0
22,106982,6.0,D,29800,14.91,0,0.28,3,11.580425222316844,10.30229722897745,4,"(0, 5]",0,0,0,1,0,0,0,0,1
25,30000,1.0,A,3000,9.63,0,0.1,2,10.308985993422082,8.006700845440367,1,"(0, 5]",0,1,0,0,0,0,1,0,0
25,107000,4.0,A,24000,5.99,0,0.22,2,11.580593459194764,10.085850775128716,1,"(0, 5]",0,0,0,0,0,0,0,0,0
22,80750,1.0,D,24000,15.99,1,0.25,4,11.299125624909152,10.085850775128716,4,"(0, 5]",0,0,0,0,0,1,0,0,0
22,32000,6.0,B,15000,9.88,1,0.47,4,10.373522431293592,9.61587214452889,2,"(0, 5]",0,0,1,1,0,0,0,0,0
21,32000,5.0,C,15000,11.09,1,0.47,3,10.373522431293592,9.61587214452889,3,"(0, 5]",0,0,1,0,0,0,0,1,0
25,107000,10.0,A,3000,6.8229999999999995,0,0.03,2,11.580593459194764,8.006700845440367,1,"(0, 5]",0,0,0,0,1,0,0,0,0
22,32240,3.0,C,15000,13.22,1,0.47,3,10.380994213509265,9.61587214452889,3,"(0, 5]",0,0,1,0,0,0,1,0,0
22,107000,1.0,A,10000,7.14,0,0.09,2,11.580593459194764,9.210440366976515,1,"(0, 5]",0,0,0,0,0,0,0,1,0
25,107000,1.0,A,1000,7.4,0,0.02,4,11.580593459194764,6.90875477931522,1,"(0, 5]",0,0,0,0,0,1,0,0,0
23,95000,1.0,C,19800,13.22,1,0.21,3,11.461642696843066,9.893487720457795,3,"(0, 5]",0,0,0,0,1,0,0,0,1
25,107000,0.0,C,7000,12.87,0,0.07,2,11.580593459194764,8.853808274977197,3,"(0, 5]",0,0,0,0,0,1,0,0,0
22,107000,2.0,C,17400,13.47,0,0.16,4,11.580593459194764,9.76428295481558,3,"(0, 5]",0,0,0,0,0,1,0,0,0
24,30000,1.0,E_or_lower,15000,15.68,1,0.5,3,10.308985993422082,9.61587214452889,6,"(0, 5]",0,1,0,0,0,1,0,0,0
23,95000,3.0,E_or_lower,15000,17.03,1,0.16,2,11.461642696843066,9.61587214452889,6,"(0, 5]",0,0,0,0,1,0,0,0,0
23,33204,7.0,C,2000,14.72,0,0.06,3,10.410455745974811,7.601402334583733,3,"(0, 5]",0,0,1,0,0,1,0,0,1
22,107004,2.0,A,10000,7.29,0,0.09,3,11.580630841324242,9.210440366976515,1,"(0, 5]",0,0,0,1,0,0,0,0,0
24,107203,8.0,A,6000,7.4,0,0.06,2,11.582488840355545,8.699681400989514,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,107280,4.0,E_or_lower,25000,16.45,0,0.23,4,11.583206839314055,10.12667110305036,6,"(0, 5]",0,0,0,1,0,0,0,0,1
26,33600,0.0,C,2000,13.485600000000002,0,0.06,2,10.42231110741318,7.601402334583733,3,"(0, 5]",0,0,1,0,0,0,1,0,1
24,30000,6.0,B,7500,10.96,0,0.25,4,10.308985993422082,8.922791623969637,2,"(0, 5]",0,1,0,0,1,0,0,0,0
26,107496,9.0,B,20000,12.69,0,0.19,4,11.585218219183703,9.90353755128617,2,"(0, 5]",0,0,0,0,0,0,0,0,0
22,33996,3.0,A,2000,8.0,0,0.06,2,10.43402756441122,7.601402334583733,1,"(0, 5]",0,0,1,1,0,0,0,0,0
26,107900,10.0,A,16500,8.94,0,0.15,3,11.588969419043872,9.711176264112805,1,"(0, 5]",0,0,0,0,0,1,0,0,0
22,108000,2.0,C,8000,15.27,0,0.07,2,11.58989576532275,8.987321812850125,3,"(0, 5]",0,1,0,0,0,0,0,1,1
25,108000,9.0,B,4800,12.42,0,0.04,4,11.58989576532275,8.476579508530941,2,"(0, 5]",0,0,0,0,0,0,1,0,0
21,34800,3.0,B,2000,11.71,0,0.06,3,10.457401400981889,7.601402334583733,2,"(0, 5]",0,0,1,0,0,1,0,0,0
24,34860,0.0,B,2000,11.118900000000004,0,0.06,2,10.459124004835836,7.601402334583733,2,"(0, 5]",0,0,1,0,0,0,0,1,0
23,34884,3.0,A,2000,6.92,0,0.06,2,10.459812216373336,7.601402334583733,1,"(0, 5]",0,0,1,1,0,0,0,0,0
25,108000,8.0,A,15000,6.62,0,0.14,2,11.58989576532275,9.61587214452889,1,"(0, 5]",0,0,0,0,0,0,0,1,0
25,35000,5.0,B,2000,9.91,0,0.06,4,10.463131911491969,7.601402334583733,2,"(0, 5]",0,0,1,0,0,0,0,1,0
24,35000,4.0,B,2000,10.59,0,0.06,3,10.463131911491969,7.601402334583733,2,"(0, 5]",0,0,1,1,0,0,0,0,0
24,108000,8.0,A,4200,6.908999999999996,0,0.04,3,11.58989576532275,8.343077871169383,1,"(0, 5]",0,0,0,0,0,0,0,0,0
25,108000,0.0,B,21000,11.71,0,0.19,4,11.58989576532275,9.952325334619427,2,"(0, 5]",0,0,0,0,1,0,0,0,0
26,35000,9.0,C,2000,13.99,0,0.06,2,10.463131911491969,7.601402334583733,3,"(0, 5]",0,0,1,0,0,1,0,0,0
24,108000,4.0,A,10000,5.99,0,0.09,2,11.58989576532275,9.210440366976515,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,108000,2.0,A,29800,8.49,0,0.32,4,11.58989576532275,10.30229722897745,1,"(0, 5]",0,1,0,0,0,0,0,1,0
26,108000,1.0,A,6000,7.49,0,0.06,4,11.58989576532275,8.699681400989514,1,"(0, 5]",0,0,0,1,0,0,0,0,0
22,35000,0.0,C,2000,12.99,0,0.06,2,10.463131911491969,7.601402334583733,3,"(0, 5]",0,0,1,0,0,0,0,1,1
25,30000,1.0,C,5000,13.622799999999998,0,0.17,3,10.308985993422082,8.517393171418904,3,"(0, 5]",0,1,0,0,0,0,0,1,1
26,108000,9.0,B,18300,11.049200000000006,0,0.17,3,11.58989576532275,9.814710982145282,2,"(0, 5]",0,0,0,0,1,0,0,0,0
26,108000,4.0,A,8000,5.42,0,0.07,4,11.58989576532275,8.987321812850125,1,"(0, 5]",0,0,0,0,1,0,0,0,0
22,35064,4.0,A,2000,8.38,0,0.06,2,10.46495876097101,7.601402334583733,1,"(0, 5]",0,0,1,0,0,0,0,0,0
