person_age,person_income,person_home_ownership,person_employment_length,loan_purpose,loan_grade,loan_amount,loan_interest_rate,loan_status,loan_to_income_ratio,cb_person_default_on_file,cb_credit_history_length,person_income_log,loan_amount_log
22,33000,rent,1.0,education,B,5000,10.25,False,0.15,N,2,10.404293143019792,8.517393171418904
24,70000,mortgage,8.0,debt-consolidation,B,25000,9.62,False,0.36,N,4,11.156264806643742,10.12667110305036
23,68000,mortgage,5.0,medical,B,11500,9.99,False,0.17,N,2,11.127277689932466,9.350189267092581
22,37200,rent,2.0,education,A,10000,6.92,False,0.27,N,2,10.524090921620362,9.210440366976517
22,25200,rent,7.0,debt-consolidation,D,7500,14.96,True,0.3,N,3,10.134638955251866,8.922791623969637
24,62400,rent,8.0,education,B,15000,9.45,False,0.24,N,2,11.041336579870135,9.61587214452889
26,40000,rent,11.0,personal,B,5000,9.91,False,0.13,N,3,10.596659732783579,8.517393171418904
25,80004,rent,9.0,venture,C,20000,14.26,False,0.25,N,2,11.289844411702974,9.90353755128617
23,55000,rent,7.0,medical,B,4200,9.91,False,0.08,N,4,10.915106645867503,8.343077871169383
25,100000,rent,2.0,home-improvement,D,21000,16.49,True,0.21,Y,3,11.51293546492023,9.952325334619427
22,50004,rent,2.0,education,A,4000,6.92,False,0.08,N,4,10.819878279410617,8.294299608857235
21,38400,rent,5.0,education,B,5000,10.59,False,0.13,N,3,10.555838779903407,8.517393171418904
24,61400,rent,1.0,debt-consolidation,C,12250,12.23,False,0.2,Y,2,11.02518140064756,9.41336284529417
23,53664,mortgage,7.0,debt-consolidation,B,15000,10.75,False,0.28,N,2,10.890516298915625,9.61587214452889
22,62000,rent,0.0,medical,C,8400,13.47,False,0.14,N,3,11.034905792929415,9.036106025364846
22,35325,rent,2.0,education,D,6500,15.95,True,0.18,N,3,10.472374515715389,8.77971129020447
25,45600,mortgage,7.0,education,C,13000,12.99,False,0.29,N,2,10.727684925086583,9.472781556562168
21,47500,rent,2.0,education,B,7500,10.99,False,0.16,N,3,10.768506042432708,8.922791623969637
23,58000,rent,4.0,education,B,8000,10.37,False,0.14,N,2,10.968215530759236,8.987321812850125
22,60000,mortgage,6.0,medical,A,7000,7.14,False,0.12,N,3,11.002116507732017,8.853808274977197
22,41604,own,1.0,education,B,14400,,False,0.35,N,4,10.63597563133453,9.575052927597383
23,75000,rent,0.0,venture,B,10000,11.49,False,0.13,N,4,11.225256725762893,9.210440366976517
26,62500,rent,7.0,medical,C,12000,12.23,False,0.19,Y,4,11.042937835596494,9.392745258631441
22,33685,mortgage,6.0,debt-consolidation,C,5000,13.85,False,0.15,N,3,10.424837599758332,8.517393171418904
23,78000,rent,7.0,medical,B,20000,,False,0.26,N,4,11.264476926102367,9.90353755128617
21,98000,mortgage,5.0,debt-consolidation,B,6000,10.59,False,0.06,N,4,11.49273296168228,8.699681400989514
23,85596,mortgage,5.0,venture,B,6000,10.0,False,0.07,N,2,11.357405514786711,8.699681400989514
24,45000,rent,1.0,debt-consolidation,B,12000,10.99,False,0.27,N,3,10.714439990727769,9.392745258631441
23,33359,rent,2.0,medical,A,9000,,True,0.27,N,4,10.415112856472684,9.105090961257085
26,55000,rent,1.0,debt-consolidation,A,3200,8.49,False,0.06,N,2,10.915106645867503,8.071218539969863
23,27996,rent,3.0,venture,C,5500,12.53,False,0.2,N,2,10.239852640559992,8.612685172875459
23,18000,rent,5.0,debt-consolidation,B,4000,10.99,True,0.22,N,3,9.798182590890704,8.294299608857235
22,95000,mortgage,1.0,venture,C,7200,12.23,False,0.08,Y,4,11.461642696843066,8.881975184248867
25,69996,rent,9.0,education,D,25000,15.21,True,0.36,N,4,11.156207662970246,10.12667110305036
26,27983,mortgage,7.0,venture,A,6000,7.88,False,0.21,N,3,10.239388197258384,8.699681400989514
23,85500,rent,1.0,debt-consolidation,C,17000,13.11,False,0.2,Y,3,11.356283350762888,9.741027444837728
26,44400,mortgage,4.0,debt-consolidation,C,6500,14.35,False,0.15,N,3,10.70101727068921,8.77971129020447
22,58000,other,3.0,venture,C,15000,13.79,False,0.26,Y,2,10.968215530759236,9.61587214452889
22,45000,rent,4.0,debt-consolidation,A,5400,7.29,False,0.12,N,2,10.714439990727769,8.594339400592892
23,43500,rent,0.0,personal,C,10450,13.57,False,0.24,N,3,10.680539205318292,9.254452946594503
26,102000,mortgage,3.0,education,B,20000,11.36,False,0.2,N,4,11.532737896139919,9.90353755128617
24,23000,rent,4.0,venture,A,5500,6.54,False,0.24,N,3,10.043292972227004,8.612685172875459
23,49000,mortgage,7.0,education,C,4000,13.99,False,0.08,N,3,10.799595985047786,8.294299608857235
23,50000,mortgage,3.0,personal,B,10000,10.99,False,0.2,N,3,10.819798284210286,9.210440366976517
26,85000,mortgage,1.0,debt-consolidation,C,15000,12.73,False,0.18,N,3,11.350418300109132,9.61587214452889
22,48000,rent,1.0,education,B,7200,9.62,False,0.15,N,3,10.778977123006351,8.881975184248867
23,57355,mortgage,5.0,medical,C,25000,13.49,True,0.37,N,3,10.957032737834929,10.12667110305036
24,30996,rent,7.0,venture,E_or_lower,7000,16.63,False,0.23,Y,2,10.34164570459081,8.853808274977197
21,22200,rent,2.0,debt-consolidation,D,2500,16.29,True,0.11,Y,2,10.007892611890918,7.824445930877619
24,25000,rent,0.0,education,A,4400,6.76,False,0.18,N,2,10.12667110305036,8.38958706681109
22,22596,rent,4.0,debt-consolidation,B,7500,9.76,True,0.33,N,3,10.025572433086365,8.922791623969637
22,33300,mortgage,5.0,debt-consolidation,D,5325,14.59,True,0.16,N,4,10.413342705547674,8.580355766373877
24,30000,rent,6.0,personal,E_or_lower,7750,,False,0.26,N,4,10.308985993422082,8.955577146281511
25,35000,rent,4.0,venture,A,4000,7.51,False,0.11,N,4,10.463131911491967,8.294299608857235
24,18000,rent,5.0,education,C,3000,15.27,True,0.17,N,2,9.798182590890704,8.006700845440367
23,45000,rent,7.0,education,B,6000,11.49,False,0.13,N,3,10.714439990727769,8.699681400989514
24,65000,mortgage,5.0,personal,B,9600,11.99,False,0.15,N,3,11.082157933374816,9.169622538697624
26,69000,mortgage,10.0,debt-consolidation,D,6200,15.99,True,0.09,Y,3,11.141876276228,8.732465848349879
26,46000,rent,4.0,debt-consolidation,A,9000,7.14,False,0.2,N,3,10.736418414365376,9.105090961257085
24,48000,mortgage,4.0,venture,A,5000,5.99,False,0.1,N,4,10.778977123006351,8.517393171418904
22,14400,rent,0.0,home-improvement,B,2500,9.91,True,0.19,N,3,9.575052927597383,7.824445930877619
25,49000,mortgage,9.0,personal,A,7000,6.99,False,0.14,N,3,10.799595985047786,8.853808274977197
22,60000,rent,0.0,venture,A,5500,7.88,False,0.09,N,3,11.002116507732017,8.612685172875459
22,26400,rent,1.0,personal,C,3500,15.27,False,0.13,N,3,10.181157167204903,8.160803920954665
24,42000,mortgage,2.0,home-improvement,A,7000,8.59,False,0.17,N,3,10.645448706505872,8.853808274977197
22,50000,rent,4.0,education,A,10000,9.32,False,0.2,N,3,10.819798284210286,9.210440366976517
25,34000,mortgage,2.0,medical,C,15450,11.22,True,0.45,Y,4,10.434145214930487,9.645429005150419
24,80000,mortgage,0.0,personal,A,6000,8.59,False,0.07,N,2,11.289794413577894,8.699681400989514
24,55782,rent,3.0,home-improvement,A,17000,7.51,False,0.3,N,2,10.929224442453062,9.741027444837728
26,65935,rent,1.0,education,D,24250,14.96,True,0.37,N,4,11.096439853578598,10.096213132628804
23,82000,rent,2.0,debt-consolidation,B,20900,12.69,False,0.25,N,2,11.314486721293981,9.94755228369823
25,46800,rent,5.0,education,C,12000,13.11,True,0.26,N,4,10.753659849198824,9.392745258631441
23,108000,rent,7.0,debt-consolidation,B,10000,,True,0.09,N,3,11.58989576532275,9.210440366976517
25,78000,mortgage,7.0,debt-consolidation,C,9000,11.78,True,0.12,Y,3,11.264476926102367,9.105090961257085
22,19680,rent,2.0,medical,D,7750,14.83,True,0.39,N,4,9.887408982323437,8.955577146281511
23,43200,rent,2.0,education,D,9100,13.24,True,0.21,N,3,10.673618922112436,9.116139576577355
24,80000,mortgage,8.0,medical,A,5550,8.49,False,0.07,N,3,11.289794413577894,8.621733370690162
22,50663,rent,0.0,education,C,7500,13.22,False,0.15,N,2,10.832970878196265,8.922791623969637
26,122500,rent,1.0,home-improvement,B,10000,10.65,False,0.08,N,2,11.715874472198905,9.210440366976517
22,33600,own,1.0,debt-consolidation,D,5000,18.25,False,0.15,N,2,10.422311107413181,8.517393171418904
22,88512,mortgage,6.0,education,A,3000,5.79,False,0.03,N,2,11.390904712863719,8.006700845440367
23,28800,rent,5.0,education,B,2800,10.38,False,0.1,N,2,10.268165387743457,7.937731775260109
22,48000,mortgage,6.0,education,A,9925,9.63,False,0.21,N,3,10.778977123006351,9.202912856147385
23,75000,rent,0.0,venture,B,6000,11.48,False,0.08,N,2,11.225256725762893,8.699681400989514
24,110000,rent,5.0,personal,A,12000,7.9,False,0.11,N,3,11.608244735642321,9.392745258631441
26,46000,mortgage,8.0,debt-consolidation,B,7000,9.99,True,0.15,N,4,10.736418414365376,8.853808274977197
24,85000,rent,0.0,home-improvement,A,16000,6.91,False,0.19,N,3,11.350418300109132,9.680406499268875
23,45000,rent,2.0,education,C,1700,14.72,False,0.04,N,2,10.714439990727769,7.438971592395862
23,72000,rent,3.0,education,A,10800,7.88,False,0.15,N,2,11.184435286790631,9.287394001418473
21,35324,rent,4.0,education,B,6000,,False,0.17,N,4,10.472346207552729,8.699681400989514
24,40944,rent,0.0,medical,B,8200,11.36,False,0.2,N,4,10.619984981704288,9.012011377036412
25,105000,mortgage,3.0,venture,C,12000,12.84,False,0.11,N,3,11.561725152903833,9.392745258631441
21,26000,rent,2.0,education,E_or_lower,7750,16.7,True,0.3,N,3,10.165890277802454,8.955577146281511
24,31000,rent,8.0,venture,C,13500,13.43,True,0.44,Y,4,10.34177474101152,9.510519035757246
22,60000,mortgage,6.0,debt-consolidation,A,10000,8.9,False,0.17,N,3,11.002116507732017,9.210440366976517
24,28000,rent,3.0,medical,E_or_lower,6400,14.75,False,0.23,Y,4,10.239995502805316,8.764209507142004
23,99996,mortgage,2.0,education,B,4800,11.49,False,0.05,N,4,11.51289546452022,8.476579508530941
23,33204,rent,7.0,education,C,2000,14.72,False,0.06,Y,2,10.410455745974813,7.601402334583733
21,29004,rent,5.0,personal,C,11000,14.22,True,0.38,Y,4,10.275223507900165,9.305741456739435
22,45000,mortgage,2.0,education,D,8000,16.49,False,0.18,Y,4,10.714439990727769,8.987321812850125
22,25000,own,1.0,education,A,11100,9.63,False,0.44,N,3,10.12667110305036,9.314790473332646
25,93000,rent,3.0,home-improvement,B,12000,,False,0.13,N,3,11.440365524765756,9.392745258631441
24,26400,rent,4.0,education,A,8875,6.62,True,0.34,N,3,10.181157167204903,9.091106284052485
24,67000,own,2.0,medical,B,16000,12.69,False,0.24,N,2,11.112462823634855,9.680406499268875
25,62500,rent,2.0,debt-consolidation,D,12000,16.77,True,0.19,N,4,11.042937835596494,9.392745258631441
26,78000,mortgage,7.0,venture,A,7200,6.62,False,0.09,N,4,11.264476926102367,8.881975184248867
23,68000,rent,1.0,venture,E_or_lower,14400,17.99,True,0.21,N,2,11.127277689932466,9.575052927597383
24,35000,rent,4.0,medical,A,1850,7.12,False,0.05,N,3,10.463131911491967,7.523481312573497
25,45000,rent,1.0,medical,B,10000,11.89,False,0.22,N,3,10.714439990727769,9.210440366976517
23,69000,mortgage,0.0,home-improvement,D,15000,14.96,True,0.22,N,4,11.141876276228,9.61587214452889
22,80000,mortgage,7.0,debt-consolidation,B,1500,10.37,False,0.02,N,4,11.289794413577894,7.313886831633462
26,56000,rent,6.0,debt-consolidation,C,8150,12.87,False,0.15,N,2,10.933124826700707,9.005895898094458
23,40308,mortgage,1.0,medical,A,5000,7.68,False,0.12,N,3,10.60433004806348,8.517393171418904
24,49200,own,8.0,personal,C,4000,13.06,False,0.08,Y,3,10.803669227477098,8.294299608857235
24,54000,mortgage,8.0,personal,B,4000,9.99,False,0.07,N,2,10.896757843893464,8.294299608857235
23,50400,mortgage,7.0,venture,B,2500,10.99,False,0.05,N,2,10.827766295132466,7.824445930877619
25,70000,mortgage,9.0,education,B,16000,12.18,False,0.23,N,4,11.156264806643742,9.680406499268875
23,87000,mortgage,0.0,debt-consolidation,C,7500,11.28,False,0.09,Y,4,11.373674891823535,8.922791623969637
21,72500,rent,3.0,education,C,14000,13.49,False,0.19,Y,3,11.19135563385109,9.546884034617925
24,42000,mortgage,8.0,personal,D,2500,15.28,False,0.06,Y,2,10.645448706505872,7.824445930877619
26,60996,mortgage,2.0,debt-consolidation,B,12000,12.21,False,0.2,N,4,11.018579961618187,9.392745258631441
23,200000,mortgage,4.0,education,B,6000,11.86,False,0.03,N,3,12.206077645517674,8.699681400989514
25,57000,rent,0.0,personal,C,15000,13.85,False,0.26,Y,2,10.950824090522445,9.61587214452889
26,21000,own,4.0,venture,C,8000,13.79,False,0.38,N,2,9.952325334619427,8.987321812850125
25,55000,mortgage,3.0,debt-consolidation,A,24200,8.49,False,0.44,N,2,10.915106645867503,10.094149233605084
21,20400,rent,2.0,venture,B,4500,10.99,False,0.22,N,3,9.923339198238729,8.412054873292933
23,34800,rent,6.0,venture,A,6600,7.49,False,0.19,N,2,10.457401400981889,8.79497643168877
25,77078,mortgage,1.0,debt-consolidation,B,3425,12.18,False,0.04,N,4,11.252586148910154,8.139148678884066
26,100000,mortgage,5.0,debt-consolidation,B,24000,10.99,False,0.24,N,4,11.51293546492023,10.085850775128717
26,34000,mortgage,6.0,personal,A,12000,6.03,False,0.35,N,2,10.434145214930487,9.392745258631441
25,52000,mortgage,8.0,education,C,3900,,False,0.07,Y,4,10.859018228147887,8.268988209506656
24,93000,mortgage,5.0,debt-consolidation,D,12000,16.29,True,0.13,Y,3,11.440365524765756,9.392745258631441
25,29000,rent,9.0,education,A,3000,6.62,True,0.1,N,4,10.275085591132715,8.006700845440367
21,20004,own,2.0,education,B,2500,9.63,False,0.12,N,3,9.903737521291335,7.824445930877619
23,36000,rent,5.0,education,B,10000,9.99,False,0.28,N,2,10.491301994830229,9.210440366976517
23,72250,rent,7.0,medical,B,29800,10.65,True,0.35,N,2,11.187901446709345,10.30229722897745
23,66000,rent,7.0,medical,B,5000,10.39,False,0.08,N,4,11.097425172408931,8.517393171418904
24,193000,mortgage,8.0,education,C,10000,13.06,False,0.05,N,4,12.170450649220749,9.210440366976517
26,92500,rent,3.0,debt-consolidation,B,12000,11.71,False,0.13,N,4,11.434974734252892,9.392745258631441
24,105000,rent,2.0,home-improvement,A,13800,7.66,False,0.13,N,3,11.561725152903833,9.53249633228804
25,45000,rent,4.0,venture,B,8000,10.38,False,0.18,N,2,10.714439990727769,8.987321812850125
23,75000,rent,4.0,personal,B,5000,,False,0.07,N,4,11.225256725762893,8.517393171418904
24,43680,rent,1.0,education,A,10800,5.42,False,0.25,N,4,10.684668503929622,9.287394001418473
24,57500,rent,4.0,debt-consolidation,C,2525,,False,0.04,N,4,10.959557617938563,7.8343923029104365
22,30000,own,4.0,medical,C,7000,13.98,False,0.23,Y,2,10.308985993422082,8.853808274977197
26,34000,rent,5.0,venture,A,7500,7.9,False,0.22,N,4,10.434145214930487,8.922791623969637
22,32500,rent,0.0,venture,B,12000,11.49,True,0.37,N,3,10.389026137075234,9.392745258631441
26,31200,rent,8.0,personal,A,5000,8.63,False,0.16,N,2,10.348205424565993,8.517393171418904
25,77000,mortgage,9.0,debt-consolidation,A,3000,7.49,False,0.04,N,4,11.251573687764477,8.006700845440367
22,40000,mortgage,6.0,venture,B,4500,11.71,False,0.11,N,3,10.596659732783579,8.412054873292933
25,44000,mortgage,7.0,education,B,7500,10.08,True,0.17,N,4,10.691967639914864,8.922791623969637
22,19200,rent,0.0,debt-consolidation,E_or_lower,3000,,True,0.16,Y,2,9.862717639992917,8.006700845440367
25,66000,rent,9.0,education,D,25000,15.33,True,0.38,N,2,11.097425172408931,10.12667110305036
25,25716,rent,1.0,medical,A,9250,6.54,True,0.36,N,2,10.154907530801994,9.132486932771318
25,40000,mortgage,6.0,personal,C,5000,12.61,False,0.13,Y,4,10.596659732783579,8.517393171418904
26,45000,rent,3.0,medical,B,1500,10.25,False,0.03,N,4,10.714439990727769,7.313886831633462
24,48200,rent,3.0,venture,B,5000,10.38,False,0.1,N,3,10.783135046711445,8.517393171418904
23,117696,mortgage,2.0,medical,A,15000,6.03,False,0.13,N,4,11.67586880439337,9.61587214452889
26,54000,rent,0.0,medical,D,13200,14.91,True,0.24,Y,2,10.896757843893464,9.488047863280759
24,38000,rent,0.0,personal,B,12000,11.89,True,0.32,N,3,10.545367754151743,9.392745258631441
22,52000,mortgage,6.0,education,C,9750,13.06,False,0.19,Y,2,10.859018228147887,9.18512512283512
32,225000,mortgage,1.0,venture,A,12000,7.51,False,0.02,N,8,12.323860125621126,9.392745258631441
34,225000,mortgage,17.0,personal,B,2000,9.99,False,0.02,N,7,12.323860125621126,7.601402334583733
29,70500,rent,5.0,personal,A,29800,8.9,True,0.5,N,6,11.163382173096926,10.30229722897745
33,77100,rent,6.0,debt-consolidation,A,29800,8.49,True,0.45,N,9,11.252871529635922,10.30229722897745
29,14400,own,0.0,personal,B,3250,11.12,True,0.33,N,9,9.575052927597383,8.086717920303906
28,80000,rent,12.0,education,D,29800,15.62,True,0.44,N,10,11.289794413577894,10.30229722897745
29,80000,rent,2.0,debt-consolidation,C,29800,12.68,True,0.44,Y,10,11.289794413577894,10.30229722897745
35,225000,mortgage,6.0,personal,E_or_lower,10000,17.19,True,0.02,Y,8,12.323860125621126,9.210440366976517
29,85000,rent,1.0,personal,B,29800,11.99,True,0.41,N,8,11.350418300109132,10.30229722897745
31,73000,rent,8.0,education,E_or_lower,29800,19.29,True,0.48,Y,10,11.19822841866684,10.30229722897745
34,89000,rent,3.0,home-improvement,D,29800,18.25,True,0.39,N,8,11.39640288460621,10.30229722897745
27,100000,rent,1.0,debt-consolidation,C,29800,16.11,True,0.35,N,9,11.51293546492023,10.30229722897745
30,14400,own,4.0,home-improvement,B,5500,10.36,True,0.5,N,8,9.575052927597383,8.612685172875459
30,225000,rent,4.0,debt-consolidation,B,3000,11.36,False,0.02,N,9,12.323860125621126,8.006700845440367
35,225000,mortgage,17.0,debt-consolidation,C,20000,13.85,False,0.04,Y,7,12.323860125621126,9.90353755128617
35,225000,mortgage,6.0,debt-consolidation,C,7500,12.29,False,0.02,Y,9,12.323860125621126,8.922791623969637
33,225000,mortgage,14.0,debt-consolidation,D,3750,15.62,True,0.02,Y,10,12.323860125621126,8.229777750081887
34,120000,rent,17.0,venture,B,29800,10.59,False,0.29,N,6,11.695255355062795,10.30229722897745
27,14400,own,4.0,personal,C,4750,14.72,True,0.46,Y,7,9.575052927597383,8.46611040118692
33,138000,rent,0.0,personal,E_or_lower,29800,18.64,True,0.25,Y,7,11.835016210489899,10.30229722897745
34,156000,rent,4.0,education,A,29800,,False,0.22,N,5,11.957617696467539,10.30229722897745
30,14400,own,4.0,education,B,2400,9.99,True,0.22,N,7,9.575052927597383,7.783640596221253
29,160000,rent,4.0,venture,C,29800,14.27,False,0.22,Y,8,11.982935344196433,10.30229722897745
31,150000,rent,4.0,education,D,29800,18.25,True,0.23,N,6,11.918397239722838,10.30229722897745
33,225000,mortgage,9.0,personal,A,15000,6.03,False,0.04,N,10,12.323860125621126,9.61587214452889
31,225000,mortgage,5.0,home-improvement,A,28000,7.49,False,0.07,N,6,12.323860125621126,10.239995502805316
29,225000,mortgage,10.0,education,B,25000,11.12,False,0.06,N,8,12.323860125621126,10.12667110305036
34,225000,mortgage,3.0,medical,D,29800,16.77,True,0.09,Y,6,12.323860125621126,10.30229722897745
33,225000,mortgage,8.0,medical,B,29800,10.99,False,0.09,N,8,12.323860125621126,10.30229722897745
27,225000,mortgage,11.0,personal,B,10000,11.26,False,0.03,N,6,12.323860125621126,9.210440366976517
28,165000,rent,3.0,debt-consolidation,B,29800,11.49,False,0.21,N,9,12.013706813470414,10.30229722897745
30,170000,rent,4.0,education,C,29800,13.06,False,0.21,Y,9,12.04355959836804,10.30229722897745
33,225000,rent,0.0,medical,A,29800,7.29,False,0.14,N,7,12.323860125621126,10.30229722897745
30,81000,rent,14.0,debt-consolidation,B,29800,10.59,True,0.42,N,8,11.302216779257382,10.30229722897745
28,14400,mortgage,12.0,medical,C,2150,10.78,True,0.19,Y,7,9.575052927597383,7.67368812926773
30,225000,own,3.0,personal,A,29800,6.62,False,0.09,N,7,12.323860125621126,10.30229722897745
33,225000,mortgage,0.0,venture,C,10000,14.65,False,0.03,Y,10,12.323860125621126,9.210440366976517
28,225000,rent,1.0,debt-consolidation,B,20000,,False,0.06,N,9,12.323860125621126,9.90353755128617
35,225000,mortgage,10.0,venture,D,29800,17.49,False,0.1,N,7,12.323860125621126,10.30229722897745
29,225000,rent,3.0,home-improvement,E_or_lower,24000,17.8,True,0.07,N,8,12.323860125621126,10.085850775128717
34,225000,rent,1.0,medical,C,15000,12.41,True,0.04,Y,8,12.323860125621126,9.61587214452889
32,225000,mortgage,16.0,medical,B,25000,11.83,False,0.07,N,8,12.323860125621126,10.12667110305036
30,225000,mortgage,2.0,home-improvement,E_or_lower,25000,18.3,False,0.07,N,8,12.323860125621126,10.12667110305036
28,225000,rent,1.0,venture,C,2150,13.06,False,0.02,Y,5,12.323860125621126,7.67368812926773
34,225000,own,17.0,education,C,18000,12.68,False,0.05,Y,10,12.323860125621126,9.798182590890704
34,69996,rent,13.0,medical,B,29800,10.99,True,0.46,N,8,11.156207662970246,10.30229722897745
28,14400,own,4.0,debt-consolidation,A,2325,6.39,True,0.21,N,7,9.575052927597383,7.75190533307861
30,14400,own,3.0,medical,C,1750,12.73,False,0.15,Y,5,9.575052927597383,7.467942332285852
28,73000,rent,0.0,personal,B,29800,11.99,True,0.44,N,9,11.19822841866684,10.30229722897745
28,105500,rent,1.0,debt-consolidation,A,29800,8.49,False,0.29,N,9,11.566475710526321,10.30229722897745
29,74000,rent,2.0,debt-consolidation,D,29800,,True,0.42,N,6,11.211833885608513,10.30229722897745
32,225000,own,10.0,venture,C,11000,14.26,False,0.04,Y,10,12.323860125621126,9.305741456739435
31,225000,mortgage,0.0,home-improvement,D,29800,17.58,False,0.11,Y,10,12.323860125621126,10.30229722897745
27,225000,mortgage,6.0,debt-consolidation,C,10000,14.27,False,0.03,Y,7,12.323860125621126,9.210440366976517
30,225000,mortgage,13.0,education,B,4000,10.65,False,0.02,N,10,12.323860125621126,8.294299608857235
34,61200,rent,17.0,medical,B,29800,11.71,True,0.49,N,8,11.021918808236205,10.30229722897745
27,75000,rent,11.0,personal,B,29800,10.65,True,0.4,N,5,11.225256725762893,10.30229722897745
29,80000,rent,2.0,medical,B,29800,12.42,True,0.38,N,9,11.289794413577894,10.30229722897745
34,80000,rent,0.0,debt-consolidation,A,29800,6.62,True,0.38,N,5,11.289794413577894,10.30229722897745
34,225000,mortgage,17.0,debt-consolidation,B,16000,10.74,False,0.05,N,9,12.323860125621126,9.680406499268875
29,225000,rent,8.0,medical,D,8000,14.09,True,0.03,N,5,12.323860125621126,8.987321812850125
31,225000,mortgage,1.0,venture,D,25000,14.83,False,0.08,N,9,12.323860125621126,10.12667110305036
32,225000,mortgage,8.0,debt-consolidation,D,25000,14.83,True,0.09,Y,10,12.323860125621126,10.12667110305036
28,225000,rent,5.0,debt-consolidation,E_or_lower,25000,17.93,True,0.09,N,8,12.323860125621126,10.12667110305036
29,105000,rent,6.0,home-improvement,A,29800,5.99,False,0.29,N,8,11.561725152903833,10.30229722897745
29,112260,rent,5.0,education,D,29800,17.49,False,0.27,N,10,11.628581796348907,10.30229722897745
34,225000,mortgage,11.0,venture,A,29800,6.62,False,0.1,N,6,12.323860125621126,10.30229722897745
34,225000,rent,5.0,education,B,21000,11.71,False,0.07,N,10,12.323860125621126,9.952325334619427
33,225000,mortgage,0.0,debt-consolidation,C,10000,13.99,False,0.04,N,7,12.323860125621126,9.210440366976517
30,225000,mortgage,14.0,medical,E_or_lower,25000,17.93,True,0.09,Y,9,12.323860125621126,10.12667110305036
28,225000,mortgage,4.0,personal,E_or_lower,25000,16.32,False,0.09,N,6,12.323860125621126,10.12667110305036
31,225000,mortgage,4.0,venture,B,5000,,False,0.02,N,9,12.323860125621126,8.517393171418904
35,225000,mortgage,17.0,home-improvement,C,21600,12.99,False,0.08,N,8,12.323860125621126,9.980494888896912
29,225000,mortgage,6.0,venture,C,15000,12.99,False,0.05,N,7,12.323860125621126,9.61587214452889
28,225000,mortgage,3.0,home-improvement,B,20000,11.36,False,0.07,N,5,12.323860125621126,9.90353755128617
28,14400,own,4.0,education,B,3000,9.62,True,0.25,N,5,9.575052927597383,8.006700845440367
31,128000,rent,2.0,venture,D,29800,16.29,True,0.23,N,10,11.759793355371237,10.30229722897745
31,225000,mortgage,9.0,personal,C,25000,13.85,False,0.09,N,6,12.323860125621126,10.12667110305036
31,225000,mortgage,4.0,debt-consolidation,A,19600,7.51,False,0.07,N,5,12.323860125621126,9.883335864325275
27,225000,rent,11.0,education,E_or_lower,29800,18.64,True,0.14,Y,7,12.323860125621126,10.30229722897745
30,225000,mortgage,7.0,home-improvement,E_or_lower,29800,19.69,False,0.13,N,8,12.323860125621126,10.30229722897745
30,225000,mortgage,14.0,debt-consolidation,B,21000,11.26,False,0.08,N,6,12.323860125621126,9.952325334619427
30,225000,mortgage,7.0,home-improvement,B,25000,10.36,False,0.09,N,9,12.323860125621126,10.12667110305036
31,73000,rent,15.0,home-improvement,B,29700,11.11,True,0.41,N,7,11.19822841866684,10.298935994257638
29,148616,rent,2.0,education,A,29550,8.9,False,0.2,N,9,11.909127805799208,10.293872863209199
27,81300,rent,3.0,venture,B,29000,12.69,True,0.36,N,6,11.305913595583258,10.275085591132715
29,89000,rent,1.0,education,A,28800,7.49,True,0.32,N,6,11.39640288460621,10.268165387743457
28,14400,own,4.0,medical,B,2000,10.75,True,0.17,N,6,9.575052927597383,7.601402334583733
29,225000,mortgage,0.0,home-improvement,B,20000,10.37,False,0.08,N,9,12.323860125621126,9.90353755128617
31,225000,mortgage,14.0,venture,A,18000,8.94,False,0.07,N,9,12.323860125621126,9.798182590890704
31,225000,mortgage,6.0,debt-consolidation,C,25000,13.57,False,0.1,Y,10,12.323860125621126,10.12667110305036
31,225000,mortgage,3.0,personal,A,28000,5.99,False,0.11,N,5,12.323860125621126,10.239995502805316
28,225000,mortgage,3.0,personal,B,29800,11.71,False,0.14,N,7,12.323860125621126,10.30229722897745
27,225000,rent,11.0,home-improvement,D,12000,17.27,True,0.05,N,7,12.323860125621126,9.392745258631441
27,65000,rent,4.0,education,A,28000,7.9,True,0.43,N,6,11.082157933374816,10.239995502805316
34,14400,own,0.0,home-improvement,B,3250,10.99,True,0.27,N,5,9.575052927597383,8.086717920303906
32,202300,mortgage,9.0,medical,D,25000,14.59,True,0.11,N,7,12.217511966297351,10.12667110305036
29,225000,mortgage,12.0,venture,A,8000,7.51,False,0.03,N,10,12.323860125621126,8.987321812850125
31,225000,mortgage,2.0,medical,C,4000,14.22,False,0.02,Y,10,12.323860125621126,8.294299608857235
35,225000,own,8.0,venture,B,15000,9.88,False,0.06,N,5,12.323860125621126,9.61587214452889
28,96000,rent,3.0,home-improvement,A,28000,7.9,False,0.29,N,10,11.472113887062386,10.239995502805316
29,14400,own,0.0,home-improvement,B,4500,11.14,True,0.38,N,6,9.575052927597383,8.412054873292933
27,111000,rent,11.0,personal,A,28000,7.9,False,0.25,N,8,11.6172944892629,10.239995502805316
35,115000,rent,1.0,venture,B,28000,9.91,False,0.24,N,6,11.652696102959753,10.239995502805316
35,87550,rent,3.0,medical,E_or_lower,28000,18.62,True,0.27,N,10,11.379976759693314,10.239995502805316
