person_age,person_income,person_home_ownership,person_employment_length,loan_purpose,loan_grade,loan_amount,loan_interest_rate,loan_status,loan_to_income_ratio,cb_person_default_on_file,cb_credit_history_length,person_income_log,loan_amount_log,loan_grade_numeric,credit_history_bins
26,145000,mortgage,9.0,home-improvement,B,20000,10.25,True,0.14,N,2,11.884495917930655,9.90353755128617,2,"(0, 5]"
26,157200,mortgage,1.0,debt-consolidation,B,20000,12.18,False,0.13,N,3,11.965280520280166,9.90353755128617,2,"(0, 5]"
24,36000,rent,8.0,venture,E_or_lower,15450,13.43,True,0.43,N,2,10.491301994830229,9.64542900515042,6,"(0, 5]"
26,157500,mortgage,4.0,personal,B,25000,11.86,False,0.16,N,3,11.967187086434018,10.12667110305036,2,"(0, 5]"
25,158000,mortgage,10.0,venture,C,20000,14.26,False,0.13,Y,2,11.970356641103,9.90353755128617,3,"(0, 5]"
26,91800,rent,7.0,medical,C,15450,10.91,True,0.14,Y,3,11.42737846979544,9.64542900515042,3,"(0, 5]"
26,159960,mortgage,11.0,home-improvement,A,18325,7.49,False,0.11,N,3,11.982685314504105,9.816076095525158,1,"(0, 5]"
23,159996,mortgage,2.0,debt-consolidation,A,12000,5.42,False,0.08,N,4,11.98291034404018,9.39274525863144,1,"(0, 5]"
22,71760,rent,6.0,education,A,15500,7.88,False,0.22,N,2,11.181096431975604,9.648659816955297,1,"(0, 5]"
22,160000,own,6.0,venture,A,7000,8.9,False,0.04,N,3,11.982935344196433,8.853808274977197,1,"(0, 5]"
26,125000,rent,0.0,education,A,15500,7.88,False,0.12,N,2,11.736077016252436,9.648659816955297,1,"(0, 5]"
23,54000,rent,7.0,debt-consolidation,B,15550,11.71,False,0.29,N,4,10.896757843893464,9.651880224221337,2,"(0, 5]"
24,41000,rent,4.0,medical,C,15600,12.87,True,0.38,Y,3,10.62135173563291,9.65509029374725,3,"(0, 5]"
22,50000,rent,7.0,debt-consolidation,B,15600,12.21,True,0.31,N,4,10.819798284210286,9.65509029374725,2,"(0, 5]"
26,148000,mortgage,3.0,debt-consolidation,E_or_lower,7500,18.39,True,0.05,Y,3,11.904974309480185,8.922791623969637,6,"(0, 5]"
24,160000,mortgage,8.0,home-improvement,E_or_lower,20000,19.69,False,0.13,Y,2,11.982935344196433,9.90353755128617,6,"(0, 5]"
23,60000,rent,0.0,personal,B,15600,12.69,False,0.26,N,4,11.002116507732016,9.65509029374725,2,"(0, 5]"
23,160000,mortgage,7.0,debt-consolidation,A,15000,7.91,False,0.09,N,4,11.982935344196433,9.61587214452889,1,"(0, 5]"
23,160000,mortgage,1.0,venture,C,29800,15.23,False,0.22,Y,2,11.982935344196433,10.30229722897745,3,"(0, 5]"
25,62000,rent,7.0,debt-consolidation,A,15600,7.49,False,0.25,N,4,11.034905792929417,9.65509029374725,1,"(0, 5]"
24,160000,mortgage,6.0,venture,B,17000,9.25,False,0.11,N,3,11.982935344196433,9.741027444837728,2,"(0, 5]"
25,110000,rent,5.0,home-improvement,D,15600,15.33,False,0.14,Y,4,11.60824473564232,9.65509029374725,4,"(0, 5]"
24,148000,mortgage,8.0,debt-consolidation,D,25000,15.31,True,0.17,Y,2,11.904974309480185,10.12667110305036,4,"(0, 5]"
25,46000,rent,4.0,education,B,15625,9.91,True,0.34,N,4,10.736418414365376,9.65669147255669,2,"(0, 5]"
24,44400,rent,4.0,education,E_or_lower,15650,21.74,True,0.35,N,4,10.70101727068921,9.658290091690503,6,"(0, 5]"
24,63000,rent,1.0,home-improvement,A,15675,6.54,False,0.25,N,2,11.050905878263569,9.65988615931952,1,"(0, 5]"
21,160000,other,5.0,education,A,6000,8.0,False,0.04,N,4,11.982935344196433,8.699681400989514,1,"(0, 5]"
23,68000,rent,3.0,medical,B,15700,11.49,False,0.23,N,2,11.127277689932466,9.66147968357552,2,"(0, 5]"
24,162000,mortgage,8.0,debt-consolidation,C,16000,15.96,False,0.1,Y,2,11.995357787034976,9.680406499268877,3,"(0, 5]"
26,150500,mortgage,10.0,debt-consolidation,D,10000,15.99,True,0.07,N,3,11.921725007667265,9.210440366976515,4,"(0, 5]"
23,163000,own,5.0,education,B,10000,11.36,False,0.06,N,2,12.001511614739403,9.210440366976515,2,"(0, 5]"
26,151900,mortgage,10.0,home-improvement,B,20000,11.26,True,0.13,N,3,11.930984271840668,9.90353755128617,2,"(0, 5]"
22,36000,rent,0.0,personal,B,15850,11.48,True,0.44,N,3,10.491301994830229,9.670987868797893,2,"(0, 5]"
24,50000,rent,8.0,medical,E_or_lower,15850,16.35,True,0.32,Y,3,10.819798284210286,9.670987868797893,6,"(0, 5]"
23,84000,rent,3.0,medical,A,15850,8.49,False,0.19,N,4,11.338583982516496,9.670987868797893,1,"(0, 5]"
23,165000,mortgage,3.0,debt-consolidation,A,5000,5.42,False,0.03,N,3,12.013706813470414,8.517393171418904,1,"(0, 5]"
22,104000,rent,3.0,medical,C,15900,13.49,False,0.15,N,2,11.552155793461898,9.674137279312395,3,"(0, 5]"
24,76000,rent,6.0,home-improvement,B,16000,10.99,False,0.21,N,3,11.23850177707664,9.680406499268877,2,"(0, 5]"
26,165000,mortgage,10.0,education,C,20000,13.22,False,0.12,Y,4,12.013706813470414,9.90353755128617,3,"(0, 5]"
24,15996,own,8.0,education,A,4000,8.0,True,0.25,N,2,9.680156483641596,8.294299608857235,1,"(0, 5]"
23,77000,rent,2.0,debt-consolidation,B,16000,11.14,False,0.21,N,3,11.251573687764475,9.680406499268877,2,"(0, 5]"
22,165500,mortgage,6.0,education,C,12000,12.99,False,0.07,Y,3,12.016732516077072,9.39274525863144,3,"(0, 5]"
24,79500,rent,8.0,home-improvement,B,16000,11.14,False,0.2,N,4,11.283524879179666,9.680406499268877,2,"(0, 5]"
23,165996,mortgage,8.0,venture,A,10000,,False,0.06,N,4,12.019724994886218,9.210440366976515,1,"(0, 5]"
22,166000,mortgage,1.0,education,B,23450,11.36,False,0.14,N,3,12.01974909141692,10.06266841688844,2,"(0, 5]"
23,80000,rent,6.0,education,A,16000,,False,0.2,N,2,11.289794413577894,9.680406499268877,1,"(0, 5]"
23,167300,mortgage,1.0,education,B,20000,12.21,False,0.12,N,2,12.027549864243364,9.90353755128617,2,"(0, 5]"
23,168000,mortgage,6.0,personal,B,15750,10.75,False,0.09,N,2,12.031725210748633,9.664659134301736,2,"(0, 5]"
25,80000,rent,0.0,debt-consolidation,B,16000,9.88,False,0.2,N,3,11.289794413577894,9.680406499268877,2,"(0, 5]"
23,80000,rent,2.0,medical,C,16000,13.85,False,0.2,N,3,11.289794413577894,9.680406499268877,3,"(0, 5]"
24,170000,mortgage,8.0,education,B,5000,11.71,False,0.03,N,3,12.04355959836804,8.517393171418904,2,"(0, 5]"
23,62900,rent,1.0,medical,E_or_lower,16000,16.35,True,0.22,N,4,11.049317340813348,9.680406499268877,6,"(0, 5]"
25,80500,rent,3.0,personal,E_or_lower,16000,16.45,False,0.2,Y,4,11.296024885689746,9.680406499268877,6,"(0, 5]"
26,170000,mortgage,0.0,home-improvement,B,20000,10.37,False,0.12,N,3,12.04355959836804,9.90353755128617,2,"(0, 5]"
25,170000,mortgage,0.0,education,A,3850,6.17,False,0.02,N,4,12.04355959836804,8.25608813381491,1,"(0, 5]"
26,81000,rent,7.0,home-improvement,C,16000,13.85,False,0.2,Y,2,11.302216779257382,9.680406499268877,3,"(0, 5]"
25,83000,rent,2.0,debt-consolidation,B,16000,10.99,False,0.19,N,2,11.326607934898927,9.680406499268877,2,"(0, 5]"
23,85000,rent,2.0,personal,C,16000,14.27,False,0.19,N,2,11.350418300109132,9.680406499268877,3,"(0, 5]"
25,170000,mortgage,9.0,medical,B,25000,10.75,False,0.15,N,2,12.04355959836804,10.12667110305036,2,"(0, 5]"
23,85000,rent,4.0,venture,A,16000,6.03,False,0.19,N,3,11.350418300109132,9.680406499268877,1,"(0, 5]"
24,85000,rent,1.0,venture,B,16000,11.99,False,0.19,N,3,11.350418300109132,9.680406499268877,2,"(0, 5]"
24,85000,rent,0.0,education,A,16000,6.91,False,0.19,N,2,11.350418300109132,9.680406499268877,1,"(0, 5]"
24,134300,mortgage,2.0,medical,E_or_lower,12000,16.45,True,0.08,N,2,11.807838828499987,9.39274525863144,6,"(0, 5]"
21,15300,own,5.0,medical,A,2500,6.03,True,0.16,N,2,9.635673464721814,7.824445930877619,1,"(0, 5]"
26,172000,mortgage,7.0,venture,A,12000,,False,0.07,N,2,12.055255569732177,9.39274525863144,1,"(0, 5]"
24,172000,mortgage,5.0,education,B,15000,10.37,False,0.09,N,4,12.055255569732177,9.61587214452889,2,"(0, 5]"
25,172000,mortgage,9.0,education,B,12000,11.86,False,0.07,N,4,12.055255569732177,9.39274525863144,2,"(0, 5]"
25,86000,rent,9.0,education,D,16000,16.29,False,0.19,Y,2,11.362114203075018,9.680406499268877,4,"(0, 5]"
26,173000,mortgage,0.0,personal,A,10000,8.07,False,0.06,N,4,12.06105265381003,9.210440366976515,1,"(0, 5]"
26,175000,mortgage,7.0,debt-consolidation,B,29800,,False,0.17,N,2,12.07254696717504,10.30229722897745,2,"(0, 5]"
23,89100,rent,7.0,personal,C,16000,13.92,False,0.18,Y,4,11.397525836740476,9.680406499268877,3,"(0, 5]"
25,175000,mortgage,9.0,personal,B,7550,11.49,False,0.04,N,4,12.07254696717504,8.929435283803425,2,"(0, 5]"
23,175000,mortgage,5.0,education,D,29800,,False,0.2,N,3,12.07254696717504,10.30229722897745,4,"(0, 5]"
24,175000,mortgage,9.0,education,A,10000,5.42,False,0.06,N,3,12.07254696717504,9.210440366976515,1,"(0, 5]"
26,175000,mortgage,0.0,education,D,7500,15.21,False,0.04,N,3,12.07254696717504,8.922791623969637,4,"(0, 5]"
26,175000,mortgage,0.0,personal,C,15000,,False,0.09,N,3,12.07254696717504,9.61587214452889,3,"(0, 5]"
25,15000,own,9.0,venture,A,2000,6.91,False,0.13,N,3,9.61587214452889,7.601402334583733,1,"(0, 5]"
24,90000,rent,7.0,education,B,16000,12.18,False,0.18,N,2,11.407576060361786,9.680406499268877,2,"(0, 5]"
26,175000,mortgage,2.0,debt-consolidation,A,3000,8.94,False,0.02,N,3,12.07254696717504,8.006700845440367,1,"(0, 5]"
24,175000,own,3.0,venture,B,8000,11.14,False,0.05,N,4,12.07254696717504,8.987321812850125,2,"(0, 5]"
23,91000,rent,2.0,education,C,16000,14.22,False,0.18,Y,3,11.418625774449596,9.680406499268877,3,"(0, 5]"
24,79200,rent,3.0,education,D,16000,12.67,True,0.2,Y,2,11.279744203985432,9.680406499268877,4,"(0, 5]"
26,93000,rent,10.0,debt-consolidation,B,16000,11.11,False,0.17,N,4,11.440365524765756,9.680406499268877,2,"(0, 5]"
24,94000,rent,8.0,home-improvement,B,16000,11.89,False,0.17,N,3,11.451060699493429,9.680406499268877,2,"(0, 5]"
24,175500,mortgage,4.0,education,B,15000,12.18,False,0.09,N,3,12.075400019877522,9.61587214452889,2,"(0, 5]"
24,176004,mortgage,2.0,debt-consolidation,B,3200,10.0,False,0.02,N,4,12.078267682707668,8.071218539969863,2,"(0, 5]"
25,177160,mortgage,2.0,venture,B,24000,11.11,False,0.14,N,4,12.084814202636242,10.085850775128716,2,"(0, 5]"
25,178364,mortgage,9.0,personal,E_or_lower,8000,15.68,False,0.04,Y,2,12.091587291539788,8.987321812850125,6,"(0, 5]"
22,179000,mortgage,2.0,venture,B,25000,10.99,False,0.14,N,4,12.095146671399466,10.12667110305036,2,"(0, 5]"
22,83000,rent,2.0,personal,D,16000,,True,0.19,N,3,11.326607934898927,9.680406499268877,4,"(0, 5]"
25,180000,mortgage,9.0,home-improvement,B,6000,12.42,False,0.03,N,4,12.100717685412471,8.699681400989514,2,"(0, 5]"
26,71400,rent,10.0,medical,D,16000,,True,0.19,Y,4,11.17606715383184,9.680406499268877,4,"(0, 5]"
24,96000,rent,2.0,medical,B,16000,11.99,False,0.17,N,3,11.472113887062386,9.680406499268877,2,"(0, 5]"
25,180000,mortgage,9.0,home-improvement,B,14400,,False,0.08,N,2,12.100717685412471,9.575052927597383,2,"(0, 5]"
26,97188,rent,7.0,venture,D,16000,12.8,False,0.16,N,3,11.484412815320187,9.680406499268877,4,"(0, 5]"
24,142800,mortgage,8.0,medical,D,25000,14.84,True,0.15,Y,2,11.869207331664224,10.12667110305036,4,"(0, 5]"
26,88000,rent,0.0,venture,E_or_lower,16000,17.88,True,0.18,Y,4,11.38510345703214,9.680406499268877,6,"(0, 5]"
24,168000,mortgage,0.0,personal,E_or_lower,25000,16.45,True,0.15,N,3,12.031725210748633,10.12667110305036,6,"(0, 5]"
26,180000,mortgage,9.0,venture,C,9700,13.85,False,0.05,N,4,12.100717685412471,9.179984251961285,3,"(0, 5]"
21,180000,mortgage,0.0,education,A,5000,8.07,False,0.03,N,3,12.100717685412471,8.517393171418904,1,"(0, 5]"
23,180000,mortgage,2.0,venture,B,5000,9.33,False,0.03,N,4,12.100717685412471,8.517393171418904,2,"(0, 5]"
25,180488,mortgage,9.0,home-improvement,C,24000,12.87,False,0.13,N,2,12.10342511306979,10.085850775128716,3,"(0, 5]"
23,168952,mortgage,5.0,home-improvement,A,12500,8.94,True,0.07,N,2,12.037375848717549,9.433563920090563,1,"(0, 5]"
25,181408,mortgage,2.0,medical,B,14500,8.88,False,0.08,N,2,12.108509429544892,9.581972891547895,2,"(0, 5]"
26,182000,mortgage,10.0,medical,B,24000,,False,0.13,N,4,12.111767460549332,10.085850775128716,2,"(0, 5]"
24,100000,rent,5.0,home-improvement,B,16000,11.12,False,0.16,N,3,11.51293546492023,9.680406499268877,2,"(0, 5]"
24,185000,mortgage,8.0,personal,A,10000,6.92,False,0.05,N,3,12.128116509451258,9.210440366976515,1,"(0, 5]"
25,185000,mortgage,3.0,education,A,12000,5.79,False,0.06,N,3,12.128116509451258,9.39274525863144,1,"(0, 5]"
26,185000,mortgage,10.0,home-improvement,B,6000,11.12,False,0.03,N,4,12.128116509451258,8.699681400989514,2,"(0, 5]"
24,185000,mortgage,6.0,medical,A,3000,7.88,False,0.02,N,2,12.128116509451258,8.006700845440367,1,"(0, 5]"
21,188004,mortgage,4.0,education,A,2000,8.59,False,0.02,N,4,12.144223837203109,7.601402334583733,1,"(0, 5]"
24,189000,mortgage,4.0,education,A,5000,9.32,False,0.03,N,2,12.149507585033072,8.517393171418904,1,"(0, 5]"
25,190000,mortgage,6.0,home-improvement,A,24000,7.49,False,0.13,N,3,12.154784614286667,10.085850775128716,1,"(0, 5]"
24,190000,own,4.0,personal,C,24000,15.62,False,0.13,Y,3,12.154784614286667,10.085850775128716,3,"(0, 5]"
24,190000,mortgage,6.0,personal,A,5000,5.42,False,0.03,N,2,12.154784614286667,8.517393171418904,1,"(0, 5]"
26,190000,own,10.0,personal,B,25000,9.25,False,0.13,N,2,12.154784614286667,10.12667110305036,2,"(0, 5]"
24,193000,mortgage,8.0,personal,C,10000,13.06,False,0.05,Y,4,12.170450649220747,9.210440366976515,3,"(0, 5]"
24,195000,mortgage,4.0,medical,A,5000,8.9,False,0.03,N,3,12.180759965737863,8.517393171418904,1,"(0, 5]"
23,195000,mortgage,0.0,education,B,20000,9.63,False,0.1,N,3,12.180759965737863,9.90353755128617,2,"(0, 5]"
25,195054,mortgage,9.0,home-improvement,B,10000,10.59,False,0.05,N,2,12.18103684905895,9.210440366976515,2,"(0, 5]"
24,98004,rent,0.0,debt-consolidation,D,16000,16.32,True,0.16,N,2,11.492773776759377,9.680406499268877,4,"(0, 5]"
26,198000,mortgage,8.0,debt-consolidation,A,12000,5.99,False,0.06,N,4,12.19602736016897,9.39274525863144,1,"(0, 5]"
22,198000,mortgage,6.0,debt-consolidation,C,24250,14.22,False,0.12,N,3,12.19602736016897,10.096213132628804,3,"(0, 5]"
23,14400,own,7.0,debt-consolidation,C,3000,14.72,True,0.21,Y,2,9.575052927597383,8.006700845440367,3,"(0, 5]"
25,199000,mortgage,4.0,personal,B,15000,9.99,False,0.08,N,2,12.201065128819632,9.61587214452889,2,"(0, 5]"
26,200000,mortgage,10.0,home-improvement,B,12000,11.71,False,0.06,N,2,12.206077645517674,9.39274525863144,2,"(0, 5]"
23,200000,mortgage,7.0,venture,B,21000,12.69,False,0.1,N,2,12.206077645517674,9.952325334619427,2,"(0, 5]"
26,159800,mortgage,6.0,medical,D,29800,17.58,True,0.16,Y,3,11.98168457011701,10.30229722897745,4,"(0, 5]"
24,112500,rent,1.0,personal,C,16000,12.29,False,0.14,N,3,11.630717389475995,9.680406499268877,3,"(0, 5]"
24,113000,rent,3.0,venture,B,16000,11.99,False,0.14,N,2,11.635151947212842,9.680406499268877,2,"(0, 5]"
21,159800,mortgage,5.0,medical,D,29800,15.62,True,0.16,N,2,11.98168457011701,10.30229722897745,4,"(0, 5]"
24,200000,mortgage,0.0,venture,B,18000,9.99,False,0.09,N,3,12.206077645517674,9.798182590890704,2,"(0, 5]"
25,200000,mortgage,3.0,venture,E_or_lower,29800,17.14,False,0.17,Y,3,12.206077645517674,10.30229722897745,6,"(0, 5]"
25,119000,rent,4.0,education,A,16000,,False,0.13,N,2,11.686887175419702,9.680406499268877,1,"(0, 5]"
24,200000,mortgage,0.0,debt-consolidation,A,3025,6.17,False,0.02,N,3,12.206077645517674,8.014996894348302,1,"(0, 5]"
25,200000,own,0.0,home-improvement,D,24000,14.96,False,0.12,Y,3,12.206077645517674,10.085850775128716,4,"(0, 5]"
25,200000,own,0.0,venture,B,24000,12.18,False,0.12,N,4,12.206077645517674,10.085850775128716,2,"(0, 5]"
25,188000,mortgage,9.0,home-improvement,D,25000,13.24,True,0.13,Y,4,12.144202560946876,10.12667110305036,4,"(0, 5]"
24,120000,rent,8.0,venture,B,16000,12.18,False,0.13,N,4,11.695255355062796,9.680406499268877,2,"(0, 5]"
22,125000,rent,3.0,debt-consolidation,A,16000,7.9,False,0.13,N,2,11.736077016252436,9.680406499268877,1,"(0, 5]"
23,200000,mortgage,0.0,personal,A,5000,7.43,False,0.03,N,4,12.206077645517674,8.517393171418904,1,"(0, 5]"
24,135000,rent,3.0,education,E_or_lower,16000,16.69,False,0.12,N,2,11.81303746480054,9.680406499268877,6,"(0, 5]"
26,200100,mortgage,10.0,personal,B,29800,11.71,False,0.15,N,4,12.206577518060588,10.30229722897745,2,"(0, 5]"
24,135000,rent,8.0,venture,B,16000,10.62,False,0.12,N,2,11.81303746480054,9.680406499268877,2,"(0, 5]"
25,201000,mortgage,9.0,debt-consolidation,A,14000,7.66,False,0.07,N,4,12.211065162153217,9.546884034617923,1,"(0, 5]"
26,204000,mortgage,10.0,medical,C,15250,14.35,False,0.07,N,3,12.225880174775122,9.632400353656184,3,"(0, 5]"
24,205000,mortgage,8.0,education,C,29800,13.99,False,0.17,N,2,12.230770136157428,10.30229722897745,3,"(0, 5]"
24,205000,mortgage,2.0,medical,B,11000,10.99,False,0.05,N,4,12.230770136157428,9.305741456739437,2,"(0, 5]"
24,205000,mortgage,5.0,debt-consolidation,B,10000,9.63,False,0.05,N,4,12.230770136157428,9.210440366976515,2,"(0, 5]"
23,139992,rent,3.0,venture,E_or_lower,16000,14.18,False,0.11,Y,3,11.8493477003414,9.680406499268877,6,"(0, 5]"
23,143000,rent,2.0,medical,A,16000,6.03,False,0.11,N,2,11.870606902224589,9.680406499268877,1,"(0, 5]"
25,210000,mortgage,9.0,home-improvement,B,8000,9.91,False,0.04,N,4,12.25486757159303,8.987321812850125,2,"(0, 5]"
25,170850,mortgage,9.0,medical,E_or_lower,6500,15.01,True,0.03,N,2,12.048547110613812,8.77971129020447,6,"(0, 5]"
25,220000,mortgage,5.0,venture,B,25000,10.75,False,0.11,N,2,12.301387370778713,10.12667110305036,2,"(0, 5]"
26,220836,mortgage,10.0,venture,B,9000,11.26,False,0.04,N,3,12.305180151810148,9.105090961257083,2,"(0, 5]"
24,35000,rent,8.0,debt-consolidation,B,19000,11.36,True,0.5,N,2,10.463131911491969,9.852246888342531,2,"(0, 5]"
25,225000,mortgage,9.0,home-improvement,B,21000,11.11,False,0.09,N,3,12.323860125621126,9.952325334619427,2,"(0, 5]"
26,30000,rent,5.0,debt-consolidation,A,19075,7.49,True,0.5,N,3,10.308985993422082,9.856186279418116,1,"(0, 5]"
26,216000,mortgage,6.0,debt-consolidation,C,15000,13.98,True,0.07,Y,3,12.283038316285214,9.61587214452889,3,"(0, 5]"
21,90200,rent,2.0,personal,C,19125,13.92,False,0.21,N,4,11.40979579246376,9.858803944909488,3,"(0, 5]"
22,47000,rent,6.0,debt-consolidation,C,19200,12.29,True,0.41,Y,4,10.757924157061597,9.862717639992916,3,"(0, 5]"
23,55000,rent,3.0,education,D,19200,15.21,True,0.35,N,4,10.915106645867503,9.862717639992916,4,"(0, 5]"
22,75000,rent,1.0,venture,A,19200,,False,0.26,N,2,11.225256725762891,9.862717639992916,1,"(0, 5]"
25,77000,rent,9.0,venture,B,19200,,False,0.25,N,3,11.251573687764475,9.862717639992916,2,"(0, 5]"
25,225000,mortgage,4.0,education,A,16000,7.05,False,0.07,N,4,12.323860125621126,9.680406499268877,1,"(0, 5]"
24,225000,mortgage,6.0,medical,A,12000,6.03,False,0.05,N,3,12.323860125621126,9.39274525863144,1,"(0, 5]"
26,201450,mortgage,2.0,medical,E_or_lower,8000,16.95,True,0.03,N,4,12.213301454618094,8.987321812850125,6,"(0, 5]"
21,225000,mortgage,5.0,personal,A,5000,8.59,False,0.02,N,3,12.323860125621126,8.517393171418904,1,"(0, 5]"
26,225000,mortgage,10.0,education,A,15000,7.49,False,0.06,N,2,12.323860125621126,9.61587214452889,1,"(0, 5]"
26,14400,own,6.0,education,B,2500,9.99,True,0.21,N,3,9.575052927597383,7.824445930877619,2,"(0, 5]"
26,225000,mortgage,11.0,home-improvement,B,9000,9.99,False,0.04,N,2,12.323860125621126,9.105090961257083,2,"(0, 5]"
25,225000,mortgage,4.0,education,A,10575,6.99,False,0.04,N,2,12.323860125621126,9.266342562091468,1,"(0, 5]"
23,225000,mortgage,7.0,education,B,8800,10.0,False,0.04,N,2,12.323860125621126,9.082620630373812,2,"(0, 5]"
24,225000,mortgage,2.0,debt-consolidation,A,7000,7.66,True,0.03,N,2,12.323860125621126,8.853808274977197,1,"(0, 5]"
26,225000,mortgage,2.0,education,B,25000,9.25,True,0.11,N,4,12.323860125621126,10.12667110305036,2,"(0, 5]"
25,225000,mortgage,5.0,home-improvement,E_or_lower,25000,17.26,True,0.1,N,4,12.323860125621126,10.12667110305036,6,"(0, 5]"
24,125000,rent,9.0,home-improvement,B,19200,10.99,False,0.15,N,3,11.736077016252436,9.862717639992916,2,"(0, 5]"
23,225000,mortgage,6.0,education,A,15000,8.9,False,0.05,N,4,12.323860125621126,9.61587214452889,1,"(0, 5]"
26,225000,mortgage,11.0,medical,D,12000,16.29,True,0.04,Y,4,12.323860125621126,9.39274525863144,4,"(0, 5]"
22,126500,rent,1.0,debt-consolidation,C,19200,13.79,False,0.15,N,4,11.748005492256809,9.862717639992916,3,"(0, 5]"
24,225000,mortgage,8.0,debt-consolidation,B,29800,9.99,False,0.12,N,3,12.323860125621126,10.30229722897745,2,"(0, 5]"
23,225000,mortgage,5.0,education,D,10000,15.65,False,0.03,Y,2,12.323860125621126,9.210440366976515,4,"(0, 5]"
25,14400,own,9.0,education,C,4500,13.16,True,0.38,Y,4,9.575052927597383,8.412054873292933,3,"(0, 5]"
23,50000,rent,0.0,education,B,19400,12.69,True,0.39,N,2,10.819798284210286,9.873079890114704,2,"(0, 5]"
26,225000,mortgage,10.0,debt-consolidation,C,12000,13.47,False,0.04,N,3,12.323860125621126,9.39274525863144,3,"(0, 5]"
24,225000,mortgage,5.0,personal,B,3500,10.36,False,0.02,N,4,12.323860125621126,8.160803920954665,2,"(0, 5]"
21,55438,rent,4.0,venture,C,19400,13.49,True,0.35,N,2,10.92303859618307,9.873079890114704,3,"(0, 5]"
25,225000,mortgage,7.0,venture,B,29800,10.65,False,0.1,N,2,12.323860125621126,10.30229722897745,2,"(0, 5]"
25,225000,mortgage,5.0,debt-consolidation,C,15000,12.99,False,0.04,Y,2,12.323860125621126,9.61587214452889,3,"(0, 5]"
24,225000,mortgage,9.0,debt-consolidation,C,20000,11.41,False,0.05,N,3,12.323860125621126,9.90353755128617,3,"(0, 5]"
23,70000,rent,3.0,personal,B,19425,11.11,False,0.28,N,3,11.156264806643742,9.874367653962276,2,"(0, 5]"
24,225000,mortgage,8.0,education,A,10000,7.88,False,0.02,N,2,12.323860125621126,9.210440366976515,1,"(0, 5]"
24,90000,rent,1.0,home-improvement,B,19500,9.76,False,0.22,N,2,11.407576060361786,9.87822102528824,2,"(0, 5]"
21,14400,own,5.0,venture,B,1000,10.36,False,0.09,N,4,9.575052927597383,6.90875477931522,2,"(0, 5]"
25,225000,mortgage,9.0,debt-consolidation,B,29800,11.11,False,0.08,N,4,12.323860125621126,10.30229722897745,2,"(0, 5]"
26,225000,mortgage,2.0,education,E_or_lower,25000,14.38,False,0.05,N,3,12.323860125621126,10.12667110305036,6,"(0, 5]"
22,118000,rent,0.0,personal,D,19550,15.62,True,0.17,Y,4,11.678448377988165,9.88078171500049,4,"(0, 5]"
23,45000,rent,8.0,education,B,19600,9.91,True,0.44,N,2,10.714439990727769,9.883335864325277,2,"(0, 5]"
24,53295,rent,3.0,medical,D,19600,16.07,True,0.31,N,3,10.88361656043346,9.883335864325277,4,"(0, 5]"
22,75000,rent,2.0,education,B,19600,12.42,False,0.26,N,3,11.225256725762891,9.883335864325277,2,"(0, 5]"
24,45295,rent,8.0,debt-consolidation,D,19650,15.37,True,0.43,Y,2,10.72097400735168,9.885883506587769,4,"(0, 5]"
23,30000,rent,6.0,venture,B,19750,11.14,True,0.5,N,4,10.308985993422082,9.890959401958858,2,"(0, 5]"
23,38000,rent,3.0,personal,A,19750,7.51,True,0.5,N,4,10.545367754151744,9.890959401958858,1,"(0, 5]"
21,14400,own,0.0,venture,B,1200,10.99,False,0.13,N,4,9.575052927597383,7.0909098220799835,2,"(0, 5]"
21,14400,rent,4.0,home-improvement,D,2000,15.99,True,0.21,N,3,9.575052927597383,7.601402334583733,4,"(0, 5]"
25,14400,rent,4.0,medical,D,2100,15.99,True,0.22,N,2,9.575052927597383,7.650168700845001,4,"(0, 5]"
24,14400,rent,5.0,personal,A,1000,8.49,True,0.1,N,4,9.575052927597383,6.90875477931522,1,"(0, 5]"
25,14400,rent,4.0,medical,C,1200,15.23,False,0.13,N,2,9.575052927597383,7.0909098220799835,3,"(0, 5]"
26,14400,rent,4.0,venture,D,2950,17.49,True,0.31,Y,2,9.575052927597383,7.989899374942939,4,"(0, 5]"
22,14400,rent,0.0,venture,A,1500,7.29,True,0.16,N,2,9.575052927597383,7.313886831633462,1,"(0, 5]"
21,14400,rent,4.0,medical,B,2375,10.0,True,0.25,N,3,9.575052927597383,7.773173680482536,2,"(0, 5]"
22,14400,rent,4.0,education,B,1200,10.37,False,0.13,N,2,9.575052927597383,7.0909098220799835,2,"(0, 5]"
24,14400,own,2.0,venture,A,3200,7.88,True,0.33,N,2,9.575052927597383,8.071218539969863,1,"(0, 5]"
23,14400,rent,0.0,venture,A,4000,7.14,True,0.42,N,4,9.575052927597383,8.294299608857235,1,"(0, 5]"
23,14400,rent,3.0,debt-consolidation,B,2100,10.62,True,0.22,N,3,9.575052927597383,7.650168700845001,2,"(0, 5]"
25,47000,rent,9.0,home-improvement,D,19750,15.7,True,0.42,N,4,10.757924157061597,9.890959401958858,4,"(0, 5]"
23,14400,rent,4.0,personal,A,1750,7.51,True,0.19,N,3,9.575052927597383,7.467942332285852,1,"(0, 5]"
21,14400,rent,4.0,home-improvement,C,3000,15.23,True,0.33,N,4,9.575052927597383,8.006700845440367,3,"(0, 5]"
